Title,Rated,Director,Language,Country,imdbID,BoxOffice,IMDB_Value,RT_Value,MC_Value,Actor_1,Actor_2,Actor_3,Actor_4
Abolición de la propiedad,,Jesús Magaña Vázquez,Spanish,Mexico,tt2136706,,55.0,,,Humberto Busto, Aislinn Derbez,,
14+,Not Rated,Andrey Zaytsev,Russian,Russia,tt4427076,,69.0,,,Gleb Kalyuzhnyy, Ulyana Vaskovich, Olga Ozollapinya,
Pitch,,Eduard Bordukov,Russian,Russia,tt5756530,,62.0,,,Sergey Romanovich, Sergey Podolnyy, Kirill Degtyar,
Madame,TV-14,Amanda Sthers,English,France,tt6045466,90979.0,61.0,44.0,45.0,Toni Collette, Harvey Keitel, Rossy de Palma,
The Missing Scarf,G,Eoin Duffy,English,Ireland,tt2972520,,74.0,,,George Takei,,,
The External World,,David O'Reilly,English,Germany,tt1720261,,74.0,,,Julian Barratt, Pearl Brilmyer, Adam Buxton,
My Invisible Friend,,Pablo Larcuen,Spanish,Spain,tt1518212,,76.0,,,Sergio Huguet, Richard Kiel, Montse Martínez,
Please Say Something,,David O'Reilly,English,Germany,tt1375309,4265.0,69.0,,,,,,
Nova Seed,PG,Nick DiLiberto,English,Japan,tt5569618,,66.0,,,Joe DiLiberto, Nick DiLiberto, Shawn Donovan,
Welcome to Germany,,Simon Verhoeven,German,Germany,tt5500148,,62.0,,,Senta Berger, Heiner Lauterbach, Florian David Fitz,
Puss in Book: Trapped in an Epic Tale,TV-Y7,"Roy Burdine, Johnny Castuciano",English,United States,tt7042082,,52.0,,,Eric Bauza, Jayma Mays, Maria Bamford,
Dom Solntsa,,Garik Sukachyov,Russian,Russia,tt0962764,,62.0,,,Svetlana Ivanova, Stanislav Ryadinskiy, Darya Moroz,
Jasper Jones,Not Rated,Rachel Perkins,English,Australia,tt5091014,,65.0,78.0,,Levi Miller, Kevin Long, Toni Collette,
Ask This of Rikyu,,Mitsutoshi Tanaka,Japanese,Japan,tt2500392,,67.0,,,Rei Dan, Akira Emoto, Seiji Fukushi,
Alive and Kicking,Not Rated,Susan Glatzer,English,United States,tt4329394,68485.0,71.0,100.0,77.0,Hilary Alexander, Evita Arce, Kimberly Clever,
7 Witches,Not Rated,Brady Hall,English,United States,tt4424722,31100.0,36.0,,,Persephone Apostolou, Danika Golombek, Megan Hensley,
Brother,,Geoffrey Enthoven,,Belgium,tt2903186,,59.0,,,Koen De Bouw, Titus De Voogdt, Koen De Graeve,
Devil in the Dark,Not Rated,Tim Brown,English,Canada,tt5834800,,47.0,,,Robin Dunne, Dan Payne, Daniel Cudmore,
Lapland Odyssey 3,,Tiina Lymi,Finnish,Finland,tt5543600,,54.0,,,Jussi Vatanen, Pamela Tola, Timo Lavikainen,
Colour from the Dark,Not Rated,Ivan Zuccon,English,Italy,tt1318056,,48.0,,,Debbie Rochon, Michael Segal, Marysia Kay,
Suddenly Twenty,,Araya Suriharn,Thai,Thailand,tt6141374,,72.0,,,Davika Hoorne, Saharat Sangkapreecha, Kritsanapoom Pibulsonggram,
Jagat,,Shanjey Kumar Perumal,Tamil,Malaysia,tt5143450,,69.0,,,Karnan G. Crack, Tinesh Sarathi Krishnan, Kuben Mahadevan,
Surf's Up 2: WaveMania,PG,Henry Yu,English,United States,tt5513260,,45.0,,,Jeremy Shada, Jon Heder, Melissa Sturm,
Hindi Medium,Not Rated,Saket Chaudhary,Hindi,India,tt5764096,,78.0,82.0,,Irrfan Khan, Saba Qamar, Dishita Sehgal,
Voyna Printsessy,,Vladimir Alenikov,Russian,Russia,tt2985814,,53.0,,,Anastasia Alen, Ekaterina Cherepukhina, Aram Gevorkyan,
JoJo's Bizarre Adventure: Diamond Is Unbreakable - Chapter 1,TV-14,Takashi Miike,Japanese,Japan,tt6105880,,58.0,,,Kento Yamazaki, Ryûnosuke Kamiki, Nana Komatsu,
Rememory,PG-13,Mark Palansky,English,United Kingdom,tt2331047,,61.0,25.0,48.0,Peter Dinklage, Matt Ellis, Jordana Largy,
Paranormal Xperience 3D,TV-MA,Sergi Vizcaino,Spanish,Spain,tt1838618,,37.0,,,Amaia Salamanca, Maxi Iglesias, Luis Fernández,
Eagles of Death Metal: Nos Amis (Our Friends),TV-MA,Colin Hanks,English,United States,tt6212934,,79.0,100.0,72.0,Jesse Hughes, Josh Homme, Dave Catching,
Death Billiards,,Yuzuru Tachikawa,Japanese,Japan,tt2807626,,75.0,,,Jun Hazumi, Tomoaki Maeno, Yûichi Nakamura,
Starship Troopers: Traitor of Mars,R,"Shinji Aramaki, Masaru Matsumoto",English,United States,tt6977240,,55.0,,,Casper Van Dien, Dina Meyer, DeRay Davis,
Goliath,,Dominik Locher,Swiss German,Switzerland,tt4981752,,59.0,,,Sven Schelker, Jasna Fritzi Bauer, José Barros,
Wonderstruck,PG,Todd Haynes,English,United States,tt5208216,1060377.0,62.0,68.0,71.0,Oakes Fegley, Julianne Moore, Michelle Williams,
Acting Like Adults,TV-14,"Kyle Laursen, Eric F. Martin",English,United States,tt2059179,,61.0,,,Mark Famiglietti, Leslie Murphy, Mo McRae,
Beyond Glory,TV-MA,Larry Brand,English,United States,tt3710778,,74.0,,,Stephen Lang, Gary Sinise,,
Hidden 3D,Not Rated,Antoine Thomas,English,Italy,tt1664664,,33.0,,,Sean Clement, Simonetta Solder, Jordan Hayes,
Boggy Creek Monster,,Seth Breedlove,English,United States,tt5725368,,58.0,,,Lyle Blackburn,,,
Will You Be There?,,Ji-Yeong Hong,Korean,South Korea,tt6434022,,70.0,,,Se-ha Ahn, Yo-Han Byun, Seo-jin Chae,
Scales: Mermaids Are Rea,PG,Kevan Peterson,English,United States,tt4526136,,41.0,,,Emmy Perry, Elisabeth Röhm, Morgan Fairchild,
Aluna,Not Rated,Alan Ereira,English,Colombia,tt2358887,,75.0,,,Mama Manuel Coronado, Alan Ereira, Francisca Zarabata,
Tall Men,TV-MA,Jonathan Holbrook,English,United States,tt5613902,,36.0,,,Dan Crisafulli, Kay Whitney, Richard Garcia,
Cord,,Pablo Gonzalez,English,France,tt4429588,,43.0,,,Laura de Boer, Michael Fritz Schumacher, Christian Wewerka,
Nothingwood,,Sonia Kronlund,French,France,tt5356274,,69.0,100.0,,Malik Akhlaqi, Qurban Ali, Malikdelha,
Mannenharten,,Mark de Cloe,Dutch,Netherlands,tt2513536,,57.0,,,Katja Herbers, Barry Atsma, Hadewych Minis,
Mannenharten 2,,Mark de Cloe,Dutch,Netherlands,tt4580112,,57.0,,,Katja Herbers, Barry Atsma, Matteo van der Grijn,
The Night Shift,,Massimiliano Cerchi,English,United States,tt5458888,,24.0,,,Sadie Katz, Greg Maness, Vincent Rivera,
Massacre on Aisle 12,Not Rated,"Jim Klock, William Mark McCullough",,United States,tt4010862,21106.0,47.0,,,Chad Ridgely, Michael Buonomo, Jim Klock,
Behind 'The Cove',,Keiko Yagi,Japanese,Japan,tt5014146,,37.0,,,David Hance, Katsunori Horihata, Joji Morishita,
Paid Programming: Icelandic Ultra Blue,TV-MA,Jeff Buchanan,English,United States,tt1602586,,74.0,,,John Serge, Rose Ackerish, Topher Cusumano,
Maz Jobrani: Immigrant,TV-14,Maz Jobrani,English,,tt7164714,,67.0,,,Maz Jobrani,,,
Women Who Kill,,Ingrid Jungermann,English,United States,tt3973012,,56.0,93.0,78.0,Annette O'Toole, Sheila Vand, Jacqueline Antaramian,
Pink Floyd: The Story of Wish You Were Here,Not Rated,John Edginton,English,United Kingdom,tt2296909,,79.0,,,Syd Barrett, Joe Boyd, Venetta Fields,
The Dissidents,,Jaak Kilmi,Estonian,Estonia,tt6025806,,64.0,,,Märt Pius, Karl-Andreas Kalmet, Veiko Porkanen,
Unleashed,TV-14,Finn Taylor,English,United States,tt4587780,,64.0,75.0,,Sean Astin, Kate Micucci, Steve Howey,
"Literally, Right Before Aaron",TV-14,Ryan Eggold,English,United States,tt5758802,,46.0,25.0,28.0,Justin Long, Cobie Smulders, Ryan Hansen,
Sundowners,Not Rated,Pavan Moondi,English,Canada,tt5537330,,62.0,73.0,49.0,Phil Hanley, Chris Locke, Luke Lalonde,
Bullyparade: The Movie,,Michael Herbig,German,Germany,tt5538704,,49.0,,,Michael Herbig, Christian Tramitz, Rick Kavanian,
Bitcoin Heist,Not Rated,Ham Tran,Vietnamese,Vietnam,tt4911780,,58.0,,,Nhung Kate, Thanh Pham, Petey Majik Nguyen,
Aci Ask,,A. Taner Elhan,Turkish,Turkey,tt1537717,,53.0,,,Halit Ergenç, Cansu Dere, Ezgi Asaroglu,
Gokudô heiki,TV-14,"Tak Sakaguchi, Yûdai Yamaguchi",Japanese,Japan,tt1669604,,51.0,,,Tak Sakaguchi, Akaji Maro, Shingo Tsurumi,
A Kid,,Philippe Lioret,French,France,tt4741708,,73.0,80.0,,Pierre Deladonchamps, Gabriel Arcand, Catherine De Léan,
Speckles: The Tarbosaurus,Not Rated,Han Sang-Ho,Korean,South Korea,tt2248068,,54.0,,,Goo Ja-Hyeong, Hyung-Suk Lee, Sin Yong-woo,
Home Again,PG-13,Hallie Meyers-Shyer,English,United States,tt5719700,27020284.0,58.0,33.0,41.0,Reese Witherspoon, Michael Sheen, Candice Bergen,
9/11,R,Martin Guigui,English,Canada,tt4917224,170000.0,44.0,20.0,20.0,Charlie Sheen, Gina Gershon, Whoopi Goldberg,
Napping Princess,,Kenji Kamiyama,Japanese,Japan,tt5731132,48198.0,63.0,68.0,69.0,Mitsuki Takahata, Shinnosuke Mitsushima, Jamison Boaz,
Brad's Status,R,Mike White,English,United States,tt5884230,2133158.0,65.0,79.0,71.0,Ben Stiller, Austin Abrams, Jenna Fischer,
Rebel in the Rye,PG-13,Danny Strong,English,United States,tt4986134,378294.0,67.0,29.0,46.0,Nicholas Hoult, Kevin Spacey, Victor Garber,
Battle of the Sexes,PG-13,"Jonathan Dayton, Valerie Faris",English,United Kingdom,tt4622512,12638526.0,67.0,84.0,73.0,Emma Stone, Steve Carell, Andrea Riseborough,
Stronger,R,David Gordon Green,English,United States,tt3881784,4211129.0,69.0,90.0,76.0,Jake Gyllenhaal, Tatiana Maslany, Miranda Richardson,
My Little Pony: The Movie,PG,Jayson Thiessen,English,United States,tt4131800,21885107.0,60.0,47.0,39.0,Emily Blunt, Kristin Chenoweth, Liev Schreiber,
Marshall,PG-13,Reginald Hudlin,English,United States,tt5301662,10051659.0,73.0,81.0,66.0,Chadwick Boseman, Josh Gad, Kate Hudson,
Same Kind of Different as Me,PG-13,Michael Carney,English,United States,tt1230168,6423605.0,66.0,40.0,47.0,Greg Kinnear, Renée Zellweger, Djimon Hounsou,
Louis Theroux: Drinking to Oblivion,,Tom Barrow,English,United Kingdom,tt5561592,,76.0,,,Pieter Swanepoel, Mariana, Ian Webzell,
Louis Theroux: A Different Brain,TV-MA,Jamie Pickup,English,United Kingdom,tt5561598,,73.0,,,Louis Theroux, Earl Linton, Yasmin Precious,
JL Ranch,Not Rated,Charles Robert Carner,English,United States,tt5321174,,54.0,,,Jon Voight, Teri Polo, James Caan,
Soul on a String,,Yang Zhang,Tibetan,China,tt5974624,3669.0,67.0,89.0,,Jinpa, Quniciren, Siano Dudiom Zahi,
Jackals,Not Rated,Kevin Greutert,English,United States,tt6104206,,49.0,44.0,33.0,Deborah Kara Unger, Ben Sullivan, Chelsea Ricketts,
Heartland,Not Rated,Maura Anderson,English,United States,tt3920890,,61.0,,,Velinda Godfrey, Amelia Harris, Todd Waring,
Pitching Tents,,Jacob Cooney,English,United States,tt4712754,,45.0,,,Michael Grant, Jim Norton, Booboo Stewart,
Get the Girl,R,Eric England,,United States,tt4045894,,50.0,13.0,,Justin Dobies, Elizabeth Whitson, Noah Segan,
The Chamber,Not Rated,Ben Parker,English,United Kingdom,tt5167934,,44.0,33.0,40.0,Johannes Kuhnke, Charlotte Salt, James McArdle,
"A Woman, a Part",Not Rated,Elisabeth Subrin,English,United States,tt4637878,23562.0,53.0,87.0,66.0,Dagmara Dominczyk, Maggie Siff, Khandi Alexander,
Among Us,TV-MA,Gary King,English,United States,tt3226454,,43.0,,,Mark DiConzo, Katie Morrison, Elena Sanz,
Same Time Next Week,TV-PG,Monika Mitchell,English,Canada,tt5985260,,63.0,,,Travis Milne, Jewel Staite, Stephanie Bennett,
The Good Nanny,TV-14,Jake Helgren,English,United States,tt5618332,,52.0,,,Briana Evigan, Ellen Hollman, Peter Porte,
Off the Rails,TV-14,David Jackson,English,United States,tt6680116,,51.0,,,Hannah Barefoot, Thomas Beaudoin, Andreas Damm,
Off the Rails,TV-14,Adam Irving,English,Canada,tt5131960,34249.0,71.0,100.0,80.0,Charles Bilal, Courtney Brown, Sally Butler,
Sword Art Online the Movie: Ordinal Scale,TV-14,Tomohiko Itô,Japanese,Japan,tt5544384,1522976.0,73.0,,,Yoshitsugu Matsuoka, Haruka Tomatsu, Kanae Itô,
Little Evil,TV-MA,Eli Craig,English,United States,tt2937366,,57.0,92.0,,Evangeline Lilly, Owen Atlas, Adam Scott,
Vixen: The Movie,Not Rated,"Curt Geda, James Tucker",English,USA,tt6945882,,65.0,,,Megalyn Echikunwoke, Stephen Amell, Katie Cassidy, Franz Drameh
Trinity Seven: Eternity Library & Alchemic Girl,PG-13,Hiroshi Nishikiori,Japanese,Japan,tt6344696,,65.0,,,Yoshitsugu Matsuoka, Yumi Hara, Aya Uchida,
Jesus,Unrated,Fernando Guzzoni,Spanish,Chile,tt5932894,,58.0,,68.0,Nicolás Durán, Alejandro Goic, Gastón Salgado,
Temple,TV-MA,Michael Barrett,Japanese,Japan,tt4898730,,37.0,27.0,23.0,Logan Huffman, Natalia Warner, Brandon Sklenar,
Kill Me Please,,Anita Rocha da Silveira,Portuguese,Brazil,tt3583538,,58.0,65.0,69.0,Valentina Herszage, Dora Freind, Mari Oliveira,
Dolores,Not Rated,Peter Bratt,English,United States,tt6013154,555309.0,71.0,98.0,81.0,Dolores Huerta, Martin Luther King, Luis Valdez,
Mike Boy,,Hamzah Tarzan,English,United States,tt5621300,,54.0,,,Hugh Massey, Emily Killian, Robert Sisko,
I Do... Until I Don't,R,Lake Bell,English,United States,tt3234084,280668.0,44.0,28.0,43.0,Lake Bell, Ed Helms, Mary Steenburgen,
Menorca,Unrated,John Barnard,English,Canada,tt4785662,,43.0,,,Tammy Gillis, Sheila Campbell, Aaron Merke,
Till We Meet Again,Not Rated,Bank Tangjaitrong,English,,tt2461340,,61.0,,,Johan Matton, Linnea Larsdotter, Emrhys Cooper,
After the Wedding,,Claudia Cifuentes,English,United States,tt2382622,,45.0,,,Kandis Fay, Edy Ganem, Nick Puga,
The Mothman of Point Pleasant,,Seth Breedlove,English,United States,tt6417144,,60.0,,,Mothman, Denny Bellamy, Marcella Bennett,
Illicit,,Corey Grant,,United States,tt5152606,,50.0,,,David Ramsey, Shireen Crutchfield, McKinley Freeman,
No Way to Live,TV-14,"Nick Chakwin, David Guglielmo",English,United States,tt3342332,,56.0,,,Freya Tingley, Tom Williamson, Timothy V. Murphy,
Hepta: The Last Lecture,,Hadi El Bagoury,Arabic,Egypt,tt5240732,,76.0,,,Amr Youssef, Ahmed Malek, Ahmed Dawood,
Dark Rising,,Andrew Cymek,English,Canada,tt0949379,,50.0,,,Landy Cannon, Brigitte Kingsley, Julia Schneider, Jay Reso
Bring It On: Worldwide #Cheersmack,PG-13,Robert Adetuyi,English,United States,tt7014110,,42.0,,,Stephan Benson, Kai Luke Brummer, Sophie de Bruyn,
Kim Dotcom: Caught in the Web,TV-PG,Annie Goldson,English,New Zealand,tt3640710,,70.0,,,Kim Dotcom, Alan Curtis, France Komoroske,
Valley of Bones,R,Dan Glaser,English,United States,tt4180286,168738.0,42.0,,,Autumn Reeser, Rhys Coiro, Steven Molony,
Gogol. Nachalo,Not Rated,Egor Baranov,Russian,Russia,tt6628228,,58.0,,,Margarita Adaeva, Sergey Badyuk, Filipp Dyachkov,
Lost in London,Not Rated,Woody Harrelson,English,United States,tt6338476,,62.0,75.0,,Daniel Radcliffe, Woody Harrelson, Owen Wilson,
A Boy Called Po,PG,John Asher,English,United States,tt1401621,4550.0,65.0,,47.0,Christopher Gorham, Julian Feder, Kaitlin Doubleday,
Saint Philip Neri: I Prefer Heaven,,Giacomo Campiotti,Italian,Italy,tt1680043,,79.0,,,Roberto Citran, Sergio Fiorentini, Stefano Fregni,
Sant'Agostino,,Christian Duguay,Italian,Italy,tt1327890,,67.0,,,Alessandro Preziosi, Monica Guerritore, Alexander Held,
A Puppy for Christmas,TV-PG,Justin G. Dyck,English,United States,tt6275674,,59.0,,,Cindy Busby, Greyston Holt, Christopher Russell,
The Recall,R,Mauro Borrelli,English,Canada,tt5669936,22943.0,42.0,0.0,,Wesley Snipes, RJ Mitte, Jedidiah Goodacre,
Frag,,Mike Pasley,English,United States,tt1266566,,65.0,,,Michal Blicharz, Rafik Bryant, Walter Day,
PVC-1,Not Rated,Spiros Stathoulopoulos,Spanish,Colombia,tt1031951,,67.0,,,Hugo Pereira, Daniel Páez, Gilberto Ramirez,
"The Boss, Anatomy of a Crime",,Sebastián Schindel,Spanish,Argentina,tt3854234,,73.0,,,Guillermo Pfening, Andrea Garrote, Joaquín Furriel,
Nat King Cole: Afraid of the Dark,TV-14,Jon Brewer,English,United Kingdom,tt3645068,,70.0,,,Nat 'King' Cole, Tony Bennett, Ralph Carmichael,
Footnotes,,"Paul Calori, Kostia Testut",French,France,tt4875774,6660.0,56.0,65.0,60.0,Pauline Etienne, Olivier Chantreau, François Morel,
Atomic Falafel,,Dror Shaul,Hebrew,Israel,tt3830312,,59.0,,,Michelle Treves, Shai Avivi, Mali Levi,
Just Like Our Parents,,Laís Bodanzky,Portuguese,Brazil,tt5631456,,72.0,100.0,,Maria Ribeiro, Clarisse Abujamra, Paulo Vilhena,
Baby Bump(s),TV-PG,Noémie Saglio,French,France,tt5975354,,51.0,,,Juliette Binoche, Camille Cottin, Lambert Wilson,
Rudolf the Black Cat,,"Motonori Sakakibara, Kunihiko Yuyama",Japanese,Japan,tt5912052,,66.0,,,Mao Inoue, Ryohei Suzuki, Akio Ôtsuka,
The Long Excuse,,Miwa Nishikawa,Japanese,Japan,tt4837062,,72.0,100.0,,Masahiro Motoki, Pistol Takehara, Eri Fukatsu,
The Last Face,R,Sean Penn,English,United States,tt3286560,,49.0,8.0,16.0,Charlize Theron, Javier Bardem, Brandon Phillips,
The Atoning,TV-MA,Michael Williams,English,United States,tt5854198,,42.0,67.0,,Virginia Newcomb, Cannon Bosarge, Michael LaCour,
Spanners,,Jonathan Maas,English,United States,tt2066069,,52.0,,,Shawn Christian, Rane Jameson, Eric Roberts,
7 Años de Matrimonio,,Joel Núñez Arocha,Spanish,Mexico,tt2425542,,50.0,,,Ximena Herrera, Víctor González, Roberto Palazuelos,
The Strange Thing About the Johnsons,,Ari Aster,English,United States,tt1772398,,72.0,,,Billy Mayo, Brandon Greenhouse, Angela Bullock,
Fired!,Unrated,"Chris Bradley, Kyle LaBrache",English,United States,tt0816238,5661.0,56.0,44.0,36.0,Stephen Adly Guirgis, Tim Allen, Andy Borowitz,
Life of Riley,Not Rated,Alain Resnais,French,France,tt2751390,11616.0,60.0,76.0,70.0,Sabine Azéma, Sandrine Kiberlain, Caroline Silhol,
Kino pro Alekseeva,,Mikhail Segal,Russian,Russia,tt4102304,,68.0,,,Aleksandr Zbruev, Aleksey Kapitonov, Tatyana Mayst,
Score: A Film Music Documentary,Not Rated,Matt Schrader,English,United States,tt4207112,101382.0,75.0,91.0,67.0,Marco Beltrami, Jon Burlingame, Leonard Maltin,
Hostiles,R,Scott Cooper,English,United States,tt5478478,29819114.0,72.0,70.0,65.0,Scott Shepherd, Rosamund Pike, Ava Cooper,
O Último Virgem,,"Rilson Baco, Felipe Bretas",,Brazil,tt3379372,,47.0,,,Guilherme Prates, Bia Arantes, Fiorella Mattheis,
Amelia 2.0,Not Rated,Adam Orton,English,United States,tt3831344,10233.0,54.0,,,Ed Begley Jr., Kate Vernon, Debra Wilson,
I Give You My Word,,Aleksandr Karpilovskiy,Russian,Russia,tt2953744,,68.0,,,Semyon Treskunov, Egor Klinaev, Anfisa Vistingauzen,
The Valdemar Legacy,,José Luis Alemán,Spanish,Spain,tt1242744,,55.0,,,Daniele Liotti, Óscar Jaenada, Laia Marull,
Photon,,Norman Leto,Polish,Poland,tt4119208,,73.0,,,Andrzej Chyra, Karolina Kominek-Skuratowicz, Lukasz Grudzinski,
El Mar La Mar,,"Joshua Bonnetta, J.P. Sniadecki",English,United States,tt6587706,9065.0,68.0,100.0,79.0,,,,
Attacking the Devil: Harold Evans and the Last Nazi War Crime,,"David Morris, Jacqui Morris",English,United Kingdom,tt3779818,,80.0,100.0,,Harold Evans, Ralph Nader, Michael Sheen,
Dying Laughing,Not Rated,"Lloyd Stanton, Paul Toogood",English,United Kingdom,tt5068712,,68.0,82.0,73.0,Chris Rock, Jerry Seinfeld, Amy Schumer,
Cruel,Not Rated,Eric Cherrière,French,France,tt4059652,,63.0,,,Jean-Jacques Lelté, Magali Moreau, Maurice Poli,
"I, Anna",,Barnaby Southcombe,English,United Kingdom,tt1587411,,60.0,61.0,,Charlotte Rampling, Gabriel Byrne, Eddie Marsan,
Nick,,Jose Pozo,English,Andorra,tt3156000,,47.0,,,Cooper Crafar, Molly Malcolm, Melina Matthews,
"Fell, Jumped or Pushed",,Todd Peters,English,United States,tt5957544,,58.0,,,Priscilla Allen, Abbas Arabzadeh, Amanda V. Axtell,
#Realityhigh,TV-14,Fernando Lebrija,English,United States,tt6119504,,51.0,,,Nesta Cooper, Keith Powers, Alicia Sanz,
Victoria,,Anna Karina,French,France,tt1479401,,66.0,,,Anna Karina, Jean-François Moran, Woodson Louis,
Ali's Wedding,TV-MA,Jeffrey Walker,English,Australia,tt2782692,,69.0,92.0,64.0,Osamah Sami, Don Hany, Helana Sawires,
Project Arbiter,,Michael Chance,German,United States,tt3102156,,62.0,,,Alexis Cassar, Jake Lyall, Tim Coyne,
Do It Like An Hombre,R,Nicolás López,Spanish,Chile,tt6046212,2534252.0,56.0,56.0,,Mauricio Ochmann, Alfonso Dosal, Humberto Busto,
Marc Maron: Too Real,,Lynn Shelton,English,United States,tt7335938,,72.0,80.0,,Marc Maron, Amber Preston,,
Gun Shy,R,Simon West,English,United Kingdom,tt3910736,,41.0,0.0,21.0,Antonio Banderas, Olga Kurylenko, Ben Cura,
Circus Kane,TV-MA,Christopher Ray,English,United States,tt6164014,,45.0,,,Jonathan Lipnicki, Tim Abell, Richard Moll,
"Polina, danser sa vie",,"Valérie Müller, Angelin Preljocaj",French,France,tt4383288,165203.0,67.0,,65.0,Anastasia Shevtsova, Veronika Zhovnytska, Juliette Binoche,
King Georges,Unrated,Erika Frankel,English,United States,tt4092774,66175.0,68.0,100.0,71.0,Nicholas Elmi, Georges Perrier,,
Pitch Black Heist,TV-MA,John Maclean,English,United Kingdom,tt1950304,,73.0,,,Michael Fassbender, Liam Cunningham, Alex Macqueen,
Nordfor sola,,"Jørn Nyseth Ranum, Inge Wegge",Norwegian,Norway,tt2486904,,81.0,,,Jørn Nyseth Ranum, Inge Wegge,,
Ostende,Not Rated,Laura Citarella,Spanish,Argentina,tt1884382,,62.0,,,Julio Citarella, Débora Dejtiar, Santiago Gobernori,
Star Boys,,Visa Koiso-Kanttila,Finnish,Finland,tt5716438,,57.0,,,Vili Saarela, Olavi Angervo, Pihla Viitala,
The Climb,Not Rated,Ludovic Bernard,French,France,tt5157682,,69.0,74.0,,Ahmed Sylla, Alice Belaïdi, Kévin Razy,
"Three Billboards Outside Ebbing, Missouri",R,Martin McDonagh,English,United Kingdom,tt5027774,54513740.0,81.0,90.0,88.0,Frances McDormand, Woody Harrelson, Sam Rockwell,
Western,Unrated,Valeska Grisebach,German,Germany,tt5157326,41072.0,70.0,96.0,81.0,Meinhard Neumann, Reinhardt Wetrek, Syuleyman Alilov Letifov,
Operation Dunkirk,Not Rated,Nick Lyon,English,USA,tt6836772,,35.0,13.0,,Ifan Meredith, Kimberley Hews, Darren Hill, Kyle Hotz
American Assassin,R,Michael Cuesta,English,United States,tt1961175,36249674.0,62.0,34.0,45.0,Dylan O'Brien, Michael Keaton, Sanaa Lathan,
Pyewacket,Not Rated,Adam MacDonald,English,Canada,tt5119116,,58.0,83.0,56.0,Laurie Holden, Nicole Muñoz, Chloe Rose,
Lady Bird,R,Greta Gerwig,English,United States,tt4925292,48958273.0,74.0,99.0,93.0,Saoirse Ronan, Laurie Metcalf, Tracy Letts,
Operation Carwash: A Worldwide Corruption Scandal Made in Brazil,,Marcelo Antunez,Portuguese,Brazil,tt6471684,,65.0,,,Antonio Calloni, Marcelo Serrado, Ary Fontoura,
Cold Tango,,Pavel Chukhray,Russian,Russia,tt7081574,,55.0,,,Rinal Mukhametov, Yuliya Peresild, Yelisey Nikandrov,
Castro,,Alejo Moguillansky,Spanish,Argentina,tt1404022,,63.0,,,Edgardo Castro, Julia Martínez Rubio, Alberto Suárez,
Prank,,Alex Weight,English,Australia,tt3686066,,60.0,,,Benson Jack Anthony, Jesse Hyde, Karl Beattie,
The Documentary of OzBo,,Gene Hamil,English,United States,tt4288286,,71.0,,,Tre' Burch, David Childers, Brandy Donatiello,
100 Tears,NC-17,Marcus Koch,English,USA,tt0943946,,41.0,,,Georgia Chris, Joe Davison, Raine Brown, Jack Amos
ClownTown,,Tom Nagel,English,United States,tt4577344,,37.0,9.0,16.0,Brian Nagel, Lauren Compton, Andrew Staton,
Spanish Movie,,Javier Ruiz Caldera,Spanish,Spain,tt1467391,,42.0,,,Alexandra Jiménez, Sílvia Abril, Carlos Areces,
The Florida Project,R,Sean Baker,English,United States,tt5649144,5904366.0,76.0,96.0,92.0,Brooklynn Prince, Bria Vinaite, Willem Dafoe,
Bis,,Dominique Farrugia,French,France,tt4024546,,55.0,,,Franck Dubosc, Kad Merad, Alexandra Lamy,
Man in Red Bandana,PG-13,Matthew J. Weiss,English,United States,tt4687392,,81.0,63.0,,Alison Crowther, Jefferson Crowther, Welles Remy Crowther,
Bullets for the Dead,,Michael Du-Shane,English,Australia,tt2932530,,44.0,,,Christopher Sommers, Doug Briggs, Carol Burns,
The Amazing Nina Simone,,Jeff L. Lieberman,English,United States,tt3531790,,71.0,100.0,,Eric Burdon, Leopoldo Fleming, Martha Flowers,
My Little Friend,Not Rated,Dee Herlihy,English,United States,tt2056658,,43.0,,,Dee Herlihy, Jessica Pierson, Ryan Balas,
Silver Bullets,Not Rated,Joe Swanberg,English,United States,tt1865503,,52.0,78.0,59.0,Kate Lyn Sheil, Ti West, Amy Seimetz,
The Wild Man of the Navidad,Not Rated,"Duane Graves, Justin Meeks",Spanish,United States,tt0829442,,46.0,,,William McBride, Kyle Nelson, Michael Retzloff,
The Killing of a Sacred Deer,R,Yorgos Lanthimos,English,Ireland,tt5715874,2291901.0,70.0,80.0,73.0,Barry G. Bernson, Herb Caillouet, Bill Camp,
In Search of Lovecraft,Not Rated,David J. Hohl,English,United States,tt0494237,,26.0,,,Denise Amrikhas, Tytus Bergstrom, Jeff De Lucio-Brock,
Ya ne vernus,,"Ilmar Raag, Dmitry Sheleg",Russian,Kazakhstan,tt2637844,,71.0,,,Polina Pushkaruk, Vika Lobachova, Andrey Astrakhantsev,
Spasenie,,Ivan Vyrypaev,,Russia,tt4767538,,62.0,,,Polina Grishina, Karolina Gruszka, Cazimir Liske,
Plurality,,Dennis A. Liu,English,United States,tt2422964,,68.0,,,Jeffrey Nissani, Samantha Strelitz, John Di Domenico,
Rogue Warrior: Robot Fighter,Not Rated,Neil Johnson,English,United States,tt4937114,,44.0,,,Tracey Birdsall, William Kircher, Daz Crawford,
The Parrot and the Swan,Not Rated,Alejo Moguillansky,Spanish,Argentina,tt2805254,,63.0,,,Luciana Acuña, Luis Biasotto, Mario Gallizzi,
