Title,Rated,Director,Language,Country,imdbID,BoxOffice,IMDB_Value,RT_Value,MC_Value,Actor_1,Actor_2,Actor_3,Actor_4
Samsara,PG-13,Ron Fricke,None,United States,tt0770802,2672413.0,84.0,76.0,65.0,Balinese Tari Legong Dancers, Ni Made Megahadi Pratiwi, Puti Sri Candra Dewi,
Runaway Brain,G,Chris Bailey,English,United States,tt0114308,,73.0,,,Wayne Allwine, Russi Taylor, Kelsey Grammer,
Looper,R,Rian Johnson,English,United States,tt1276104,66486205.0,74.0,93.0,84.0,Joseph Gordon-Levitt, Bruce Willis, Emily Blunt,
That's My Boy,R,Sean Anders,English,United States,tt1232200,36931089.0,55.0,,31.0,Adam Sandler, Andy Samberg, Leighton Meester,
Robot & Frank,PG-13,Jake Schreier,English,United States,tt1990314,3325038.0,70.0,86.0,67.0,Peter Sarsgaard, Frank Langella, Susan Sarandon,
Resident Evil: Retribution,R,Paul W.S. Anderson,English,Germany,tt1855325,42345531.0,53.0,28.0,39.0,Milla Jovovich, Sienna Guillory, Michelle Rodriguez,
Lola Versus,R,Daryl Wein,English,United States,tt1710417,252603.0,55.0,36.0,49.0,Greta Gerwig, Zoe Lister-Jones, Hamish Linklater,
The Master,R,Paul Thomas Anderson,English,United States,tt1560747,16377274.0,71.0,84.0,86.0,Joaquin Phoenix, Philip Seymour Hoffman, Amy Adams,
Dredd,R,Pete Travis,English,United Kingdom,tt1343727,13414714.0,71.0,79.0,60.0,Karl Urban, Olivia Thirlby, Lena Headey,
End of Watch,R,David Ayer,English,United States,tt1855199,41003371.0,76.0,85.0,68.0,Jake Gyllenhaal, Michael Peña, Anna Kendrick,
V/H/S,R,"Matt Bettinelli-Olpin, David Bruckner, Tyler Gillett",English,United States,tt2105044,100345.0,58.0,56.0,54.0,Calvin Reeder, Lane Hughes, Adam Wingard,
The Perks of Being a Wallflower,PG-13,Stephen Chbosky,English,United States,tt1659337,17742948.0,79.0,85.0,67.0,Logan Lerman, Emma Watson, Ezra Miller,
The Hunt,R,Thomas Vinterberg,Danish,Denmark,tt2106476,613308.0,83.0,92.0,77.0,Mads Mikkelsen, Thomas Bo Larsen, Annika Wedderkopp,
Holy Motors,Not Rated,Leos Carax,French,France,tt2076220,641100.0,70.0,92.0,84.0,Denis Lavant, Edith Scob, Eva Mendes,
Taken 2,PG-13,Olivier Megaton,English,France,tt1397280,139854287.0,62.0,22.0,45.0,Liam Neeson, Famke Janssen, Maggie Grace,
House at the End of the Street,PG-13,Mark Tonderai,English,United States,tt1582507,31611916.0,55.0,12.0,31.0,Jennifer Lawrence, Elisabeth Shue, Max Thieriot,
My Left Eye Sees Ghosts,,"Johnnie To, Ka-Fai Wai",Cantonese,Hong Kong,tt0319901,,67.0,,,Sammi Cheng, Ching Wan Lau, Cherrie Ying,
Love Lasts Three Years,,Frédéric Beigbeder,French,France,tt1638328,,61.0,,,Louise Bourgoin, Gaspard Proust, JoeyStarr,
The Tall Man,R,Pascal Laugier,English,Canada,tt1658837,,59.0,43.0,52.0,Jessica Biel, Jodelle Ferland, William B. Davis,
LOL,PG-13,Lisa Azuelos,English,United States,tt1592873,,43.0,14.0,,Miley Cyrus, Douglas Booth, Ashley Greene,
Rust and Bone,R,Jacques Audiard,French,France,tt2053425,2062027.0,74.0,82.0,73.0,Marion Cotillard, Matthias Schoenaerts, Armand Verdure,
Marley,PG-13,Kevin Macdonald,English,,tt1183919,,79.0,95.0,82.0,Bob Marley, Ziggy Marley, Rita Marley,
Frankenweenie,PG,Tim Burton,English,United States,tt1142977,35291068.0,69.0,87.0,74.0,Winona Ryder, Catherine O'Hara, Martin Short,
Sinister,R,Scott Derrickson,English,United States,tt1922777,48086903.0,68.0,63.0,53.0,Ethan Hawke, Juliet Rylance, James Ransone,
The Thing: Terror Takes Shape,,Michael Matessino,English,USA,tt0376921,,78.0,,,John Carpenter, David Foster, Bill Lancaster, John J. Lloyd
Hotel Transylvania,PG,Genndy Tartakovsky,English,United States,tt0837562,148313048.0,70.0,44.0,47.0,Adam Sandler, Kevin James, Andy Samberg,
Side by Side,Not Rated,Christopher Kenneally,English,United States,tt2014338,58825.0,76.0,93.0,82.0,Derek Ambrosi, Michael Ballhaus, Andrzej Bartkowiak,
Take Aim at the Police Van,Not Rated,Seijun Suzuki,Japanese,Japan,tt0054325,,66.0,,,Michitarô Mizushima, Misako Watanabe, Shôichi Ozawa,
Argo,R,Ben Affleck,English,United Kingdom,tt1024648,136025503.0,77.0,96.0,86.0,Ben Affleck, Bryan Cranston, John Goodman,
Seven Psychopaths,R,Martin McDonagh,English,United Kingdom,tt1931533,15024049.0,71.0,83.0,66.0,Colin Farrell, Woody Harrelson, Sam Rockwell,
Liberal Arts,PG-13,Josh Radnor,English,United States,tt1872818,327345.0,67.0,71.0,55.0,Josh Radnor, Elizabeth Olsen, Zac Efron,
Catch .44,R,Aaron Harvey,English,United States,tt1886493,,46.0,,,Malin Akerman, Nikki Reed, Deborah Ann Woll,
[REC] 3: Genesis,R,Paco Plaza,Spanish,Spain,tt1649444,9600.0,50.0,41.0,45.0,Leticia Dolera, Diego Martín, Ismael Martínez,
Astérix and Obélix: God Save Britannia,,Laurent Tirard,French,France,tt1597522,,53.0,,,Gérard Depardieu, Dany Boon, Edouard Baer,
Paranormal Activity 4,R,"Henry Joost, Ariel Schulman",English,United States,tt2109184,53885000.0,46.0,23.0,40.0,Stephen Dunham, Katie Featherston, Matt Shively,
Alex Cross,PG-13,Rob Cohen,English,United States,tt1712170,25888412.0,51.0,11.0,30.0,Tyler Perry, Matthew Fox, Rachel Nichols,
Cloud Atlas,R,"Tom Tykwer, Lana Wachowski, Lilly Wachowski",English,United States,tt1371111,27108272.0,74.0,66.0,55.0,Tom Hanks, Halle Berry, Hugh Grant,
'Hellboy': The Seeds of Creation,,Javier Soto,English,United States,tt0424755,,69.0,,,Nick Allder, Shadi Almassizadeh, Velvy Appleton,
Silent Hill: Revelation,R,M.J. Bassett,English,Canada,tt0938330,17529157.0,49.0,8.0,16.0,Adelaide Clemens, Kit Harington, Sean Bean,
Here Comes the Boom,PG,Frank Coraci,English,United States,tt1648179,45290318.0,64.0,42.0,40.0,Kevin James, Salma Hayek, Henry Winkler,
Mental,Not Rated,P.J. Hogan,English,Australia,tt1655416,17669.0,61.0,44.0,42.0,Toni Collette, Anthony LaPaglia, Liev Schreiber,
Killing Them Softly,R,Andrew Dominik,English,United States,tt1764234,15026056.0,62.0,74.0,64.0,Brad Pitt, Ray Liotta, Richard Jenkins,
The Imposter,R,Bart Layton,English,United Kingdom,tt1966604,898317.0,75.0,95.0,77.0,Adam O'Brian, Nicholas Barclay, Carey Gibson,
The Sessions,R,Ben Lewin,English,United States,tt1866249,6002451.0,72.0,91.0,79.0,John Hawkes, Helen Hunt, William H. Macy,
Smashed,R,James Ponsoldt,English,United States,tt2063781,376597.0,67.0,83.0,71.0,Mary Elizabeth Winstead, Aaron Paul, Nick Offerman,
Wreck-It Ralph,PG,Rich Moore,English,United States,tt1772341,189422889.0,77.0,87.0,72.0,John C. Reilly, Jack McBrayer, Jane Lynch,
Silver Linings Playbook,R,David O. Russell,English,United States,tt1045658,132092958.0,77.0,92.0,81.0,Bradley Cooper, Jennifer Lawrence, Robert De Niro,
Flight,R,Robert Zemeckis,English,United States,tt1907668,93772375.0,73.0,77.0,76.0,Denzel Washington, Nadine Velazquez, Don Cheadle,
Anna Karenina,R,Joe Wright,English,United Kingdom,tt1781769,12816367.0,66.0,62.0,63.0,Keira Knightley, Jude Law, Aaron Taylor-Johnson,
Life of Pi,PG,Ang Lee,English,United States,tt0454876,124987023.0,79.0,86.0,79.0,Suraj Sharma, Irrfan Khan, Adil Hussain,
The Man with the Iron Fists,R,RZA,English,United States,tt1258972,15634090.0,54.0,51.0,51.0,Russell Crowe, Cung Le, Lucy Liu,
The Bay,R,Barry Levinson,English,United States,tt1713476,30668.0,57.0,77.0,65.0,Will Rogers, Kristen Connolly, Kether Donohue,
Themis,,Sion Sono,Japanese,Japan,tt1900893,,70.0,95.0,66.0,Shôta Sometani, Fumi Nikaidô, Tetsu Watanabe,
Jackass 3.5,Unrated,Jeff Tremaine,English,USA,tt1753968,,67.0,60.0,,Johnny Knoxville, Ryan Dunn, Bam Margera, Preston Lacy
Indie Game: The Movie,Not Rated,"Lisanne Pajot, James Swirsky",English,Canada,tt1942884,,76.0,94.0,73.0,Jonathan Blow, Brandon Boyer, Renaud Bédard,
"Batman: The Dark Knight Returns, Part 1",PG-13,Jay Oliva,English,USA,tt2313197,,80.0,100.0,,Peter Weller, Ariel Winter, David Selby, Wade Williams
Lincoln,PG-13,Steven Spielberg,English,United States,tt0443272,182207973.0,73.0,89.0,86.0,Daniel Day-Lewis, Sally Field, David Strathairn,
Nature Calls,R,Todd Rohal,English,United States,tt1493157,646.0,39.0,5.0,30.0,Patton Oswalt, Johnny Knoxville, Rob Riggle,
Vamps,PG-13,Amy Heckerling,English,United States,tt1545106,3361.0,52.0,56.0,57.0,Alicia Silverstone, Krysten Ritter, Larry Wilmore,
The Twilight Saga: Breaking Dawn - Part 2,PG-13,Bill Condon,English,United States,tt1673434,292324737.0,55.0,49.0,52.0,Kristen Stewart, Robert Pattinson, Taylor Lautner,
10 Years,PG-13,Jamie Linden,English,United States,tt1715873,203373.0,61.0,60.0,61.0,Channing Tatum, Rosario Dawson, Chris Pratt,
Red Dawn,PG-13,Dan Bradley,English,United States,tt1234719,44806783.0,53.0,14.0,31.0,Chris Hemsworth, Isabel Lucas, Josh Hutcherson,
Rise of the Guardians,PG,Peter Ramsey,English,United States,tt1446192,103412758.0,72.0,74.0,58.0,Hugh Jackman, Alec Baldwin, Isla Fisher,
A Fantastic Fear of Everything,R,"Crispian Mills, Chris Hopewell",English,United Kingdom,tt2006040,,58.0,33.0,31.0,Simon Pegg, Paul Freeman, Amara Karan,
Deadfall,R,Stefan Ruzowitzky,English,France,tt1667310,66351.0,62.0,34.0,52.0,Eric Bana, Olivia Wilde, Charlie Hunnam,
Byzantium,R,Neil Jordan,English,United Kingdom,tt1531901,89237.0,65.0,66.0,66.0,Saoirse Ronan, Gemma Arterton, Sam Riley,
Paperman,G,John Kahrs,English,United States,tt2388725,,82.0,,,John Kahrs, Kari Wahlgren, Jack Goldenberg,
The Fearless Hyena,R,Jackie Chan,Cantonese,Hong Kong,tt0079315,,66.0,,,Jackie Chan, James Tien, Dean Shek,
Half a Loaf of Kung Fu,Not Rated,Chi-Hwa Chen,Mandarin,Taiwan,tt0080623,,56.0,,,Jackie Chan, Chun-Erh Lung, Cheng-Lan Chin,
Hitchcock,PG-13,Sacha Gervasi,English,United States,tt0975645,6008677.0,68.0,60.0,55.0,Anthony Hopkins, Helen Mirren, Scarlett Johansson,
From Up on Poppy Hill,PG,Gorô Miyazaki,Japanese,Japan,tt1798188,1002895.0,74.0,87.0,71.0,Sarah Bolger, Chris Noth, Anton Yelchin,
Redline,Not Rated,Takeshi Koike,Japanese,Japan,tt1483797,,75.0,70.0,,Takuya Kimura, Yû Aoi, Tadanobu Asano,
Winners & Sinners,PG-13,Sammo Kam-Bo Hung,Cantonese,Hong Kong,tt0086605,,66.0,,,Sammo Kam-Bo Hung, Jackie Chan, John Sham,
My Lucky Stars,PG-13,Sammo Kam-Bo Hung,Cantonese,Hong Kong,tt0089177,,64.0,,,Sammo Kam-Bo Hung, Charlie Chin, Stanley Sui-Fan Fung,
Money Money Money,R,Claude Lelouch,French,France,tt0066798,175992.0,68.0,,,Lino Ventura, Jacques Brel, Charles Denner,
A Liar's Autobiography: The Untrue Story of Monty Python's Graham Chapman,R,"Bill Jones, Jeff Simpson, Ben Timlett",English,United Kingdom,tt1979172,5102.0,59.0,44.0,45.0,Graham Chapman, John Cleese, Terry Jones,
The Hobbit: An Unexpected Journey,PG-13,Peter Jackson,English,New Zealand,tt0903624,303030651.0,78.0,64.0,58.0,Martin Freeman, Ian McKellen, Richard Armitage,
Hyde Park on Hudson,R,Roger Michell,English,,tt1477855,,59.0,37.0,55.0,Bill Murray, Laura Linney, Olivia Williams,
How to Make Love to a Woman,R,Scott Culver,English,United States,tt1241017,,41.0,,,Josh Meyers, Krysten Ritter, Eugene Byrd,
Zero Dark Thirty,R,Kathryn Bigelow,English,United States,tt1790885,95720716.0,74.0,91.0,95.0,Jessica Chastain, Joel Edgerton, Chris Pratt,
Fire with Fire,R,David Barrett,English,United States,tt1925431,,56.0,7.0,,Josh Duhamel, Bruce Willis, Rosario Dawson,
Warm Bodies,PG-13,Jonathan Levine,English,United States,tt1588173,66380662.0,68.0,81.0,60.0,Nicholas Hoult, Teresa Palmer, John Malkovich,
Wrong,Not Rated,Quentin Dupieux,English,France,tt1901040,46021.0,62.0,65.0,58.0,Jack Plotnick, Todd Giebenhain, Eric Judor,
Playing for Keeps,PG-13,Gabriele Muccino,English,United States,tt1540128,13103272.0,57.0,4.0,27.0,Gerard Butler, Jessica Biel, Dennis Quaid,
The Guilt Trip,PG-13,Anne Fletcher,English,United States,tt1694020,37134215.0,58.0,36.0,50.0,Barbra Streisand, Seth Rogen, Julene Renee,
Jack Reacher,PG-13,Christopher McQuarrie,English,United States,tt0790724,80070736.0,70.0,63.0,50.0,Tom Cruise, Rosamund Pike, Richard Jenkins,
Django Unchained,R,Quentin Tarantino,English,United States,tt1853728,162805434.0,84.0,87.0,81.0,Jamie Foxx, Christoph Waltz, Leonardo DiCaprio,
This Is 40,R,Judd Apatow,English,United States,tt1758830,67544505.0,62.0,52.0,59.0,Paul Rudd, Leslie Mann, Maude Apatow,
I Bought a Vampire Motorcycle,Not Rated,Dirk Campbell,English,United Kingdom,tt0097550,,55.0,,,Neil Morrissey, Amanda Noar, Michael Elphick,
Ice Cream Man,R,Norman Apstein,English,United States,tt0113376,,47.0,,,Clint Howard, Justin Isfeld, Anndi McAfee,
The Impossible,PG-13,J.A. Bayona,English,Spain,tt1649419,19019882.0,75.0,81.0,73.0,Naomi Watts, Ewan McGregor, Tom Holland,
Les Misérables,PG-13,Tom Hooper,English,United Kingdom,tt1707386,148809770.0,75.0,69.0,63.0,Hugh Jackman, Russell Crowe, Anne Hathaway,
Campfire Tales,R,"Matt Cooper, Martin Kunert, David Semel",English,United States,tt0115813,,58.0,,,James Marsden, Amy Smart, Frederick Lawrence,
Parental Guidance,PG,Andy Fickman,English,United States,tt1047540,77267296.0,60.0,18.0,36.0,Billy Crystal, Bette Midler, Marisa Tomei,
John Dies at the End,R,Don Coscarelli,English,United States,tt1783732,141951.0,63.0,60.0,53.0,Chase Williamson, Rob Mayes, Paul Giamatti,
Promised Land,R,Gus Van Sant,English,United States,tt2091473,7597898.0,66.0,53.0,55.0,Matt Damon, Frances McDormand, John Krasinski,
English Vinglish,Not Rated,Gauri Shinde,Hindi,India,tt2181931,1862086.0,78.0,83.0,,Sridevi, Adil Hussain, Mehdi Nebbou,
Fish Story,,Yoshihiro Nakamura,Japanese,Japan,tt1244666,,75.0,100.0,,Atsushi Itô, Kiyohiko Shibukawa, Noriko Eguchi,
Texas Chainsaw,R,John Luessenhop,English,United States,tt1572315,34341945.0,48.0,19.0,,Alexandra Daddario, Tania Raymonde, Scott Eastwood,
Gangster Squad,R,Ruben Fleischer,English,United States,tt1321870,46000903.0,67.0,30.0,40.0,Sean Penn, Ryan Gosling, Emma Stone,
The Iceman,R,Ariel Vromen,English,United States,tt1491044,1969193.0,68.0,66.0,60.0,Michael Shannon, Chris Evans, James Franco,
"Batman: The Dark Knight Returns, Part 2",PG-13,Jay Oliva,English,USA,tt2166834,,84.0,,,Peter Weller, Ariel Winter, Michael Emerson, David Selby
Everything or Nothing,TV-14,Stevan Riley,English,United Kingdom,tt2366308,,75.0,100.0,,Ken Adam, Maud Adams, John Barry,
Codependent Lesbian Space Alien Seeks Same,PG,Madeleine Olnek,English,United States,tt1762248,,63.0,93.0,63.0,Lisa Haas, Susan Ziegler, Jackie Monahan,
The Last Stand,R,Jee-woon Kim,English,United States,tt1549920,12050299.0,63.0,61.0,54.0,Arnold Schwarzenegger, Forest Whitaker, Johnny Knoxville,
Upstream Color,Not Rated,Shane Carruth,English,United States,tt2084989,444098.0,65.0,86.0,81.0,Amy Seimetz, Frank Mosley, Shane Carruth,
Shadow Dancer,R,James Marsh,English,United Kingdom,tt1770734,100616.0,62.0,84.0,71.0,Clive Owen, Andrea Riseborough, Gillian Anderson,
The Chef,PG-13,Daniel Cohen,French,France,tt1911553,342667.0,66.0,47.0,43.0,Jean Reno, Michaël Youn, Raphaëlle Agogué,
Movie 43,R,"Elizabeth Banks, Steven Brill, Steve Carr",English,United States,tt1333125,8840453.0,43.0,4.0,18.0,Emma Stone, Stephen Merchant, Richard Gere,
The Pervert's Guide to Ideology,Not Rated,Sophie Fiennes,English,United Kingdom,tt2152198,67966.0,76.0,93.0,71.0,Slavoj Zizek,,,
Sightseers,Not Rated,Ben Wheatley,English,United Kingdom,tt2023690,61782.0,65.0,86.0,69.0,Alice Lowe, Kenneth Hadley, Steve Oram,
Hansel & Gretel: Witch Hunters,R,Tommy Wirkola,English,United States,tt1428538,55703475.0,61.0,16.0,23.0,Jeremy Renner, Gemma Arterton, Peter Stormare,
Jim Jefferies: Fully Functional,TV-MA,Jay Karas,English,United States,tt2274356,,80.0,,,Jim Jefferies, Al Jackson,,
Why Stop Now?,R,"Phil Dorling, Ron Nyswaner",English,United States,tt1853643,2432.0,55.0,25.0,36.0,Jesse Eisenberg, Melissa Leo, Tracy Morgan,
Tabu,Not Rated,Miguel Gomes,Portuguese,Portugal,tt2153963,,73.0,88.0,78.0,Telmo Churro, Miguel Gomes, Hortêncílio Aquina,
Upside Down,PG-13,Juan Solanas,English,Canada,tt1374992,105095.0,63.0,28.0,45.0,Jim Sturgess, Kirsten Dunst, Timothy Spall,
The Liability,R,Craig Viveiros,English,United Kingdom,tt2081437,,59.0,61.0,,Tim Roth, Jack O'Connell, Peter Mullan,
Angst,Not Rated,Gerald Kargl,German,Austria,tt0165623,,73.0,100.0,,Erwin Leder, Robert Hunger-Bühler, Silvia Ryder,
Stand Up Guys,R,Fisher Stevens,English,United States,tt1389096,3310031.0,64.0,36.0,41.0,Al Pacino, Christopher Walken, Alan Arkin,
Side Effects,R,Steven Soderbergh,English,United States,tt2053463,32172757.0,71.0,81.0,75.0,Rooney Mara, Channing Tatum, Jude Law,
Identity Thief,R,Seth Gordon,English,United States,tt2024432,134506920.0,57.0,19.0,35.0,Jason Bateman, Melissa McCarthy, John Cho,
The ABCs of Death,Not Rated,"Kaare Andrews, Angela Bettis, Hélène Cattet",English,United States,tt1935896,21832.0,47.0,37.0,43.0,Ingrid Bolsø Berdal, Iván González, Kyra Zagorsky,
Beautiful Creatures,PG-13,Richard LaGravenese,English,United States,tt1559547,19452138.0,61.0,47.0,52.0,Alice Englert, Viola Davis, Emma Thompson,
A Good Day to Die Hard,R,John Moore,English,United States,tt1606378,67349198.0,52.0,15.0,28.0,Bruce Willis, Jai Courtney, Sebastian Koch,
21 & Over,R,"Jon Lucas, Scott Moore",English,United States,tt1711425,25682380.0,58.0,27.0,34.0,Miles Teller, Justin Chon, Jonathan Keltz,
Safe Haven,PG-13,Lasse Hallström,English,United States,tt1702439,71349120.0,66.0,14.0,34.0,Julianne Hough, Josh Duhamel, Cobie Smulders,
The Act of Killing,Not Rated,"Joshua Oppenheimer, Anonymous, Christine Cynn",Indonesian,United Kingdom,tt2375605,486919.0,82.0,95.0,91.0,Anwar Congo, Herman Koto, Syamsul Arifin,
Universal Soldier: Day of Reckoning,R,John Hyams,English,United States,tt1659343,5460.0,50.0,56.0,58.0,Jean-Claude Van Damme, Dolph Lundgren, Scott Adkins,
Escape from Planet Earth,PG,Cal Brunker,English,United States,tt0765446,57012977.0,58.0,35.0,35.0,Brendan Fraser, Sarah Jessica Parker, Jessica Alba,
Before Midnight,R,Richard Linklater,English,United States,tt2209418,8114627.0,79.0,98.0,94.0,Ethan Hawke, Julie Delpy, Seamus Davey-Fitzpatrick,
Snitch,PG-13,Ric Roman Waugh,English,United States,tt0882977,42930462.0,64.0,57.0,51.0,Dwayne Johnson, Susan Sarandon, Jon Bernthal,
Dark Skies,PG-13,Scott Stewart,English,United States,tt2387433,17418667.0,63.0,41.0,50.0,Keri Russell, Jake Brennan, Josh Hamilton,
A Coffee in Berlin,Not Rated,Jan-Ole Gerster,German,Germany,tt1954701,150275.0,73.0,77.0,63.0,Tom Schilling, Katharina Schüttler, Justus von Dohnányi,
Journey to the West,PG-13,"Stephen Chow, Chi-Kin Kwok",Mandarin,China,tt2017561,18058.0,67.0,94.0,68.0,Zhang Wen, Shu Qi, Bo Huang,
Maniac Cop 2,R,William Lustig,English,United States,tt0100107,,59.0,62.0,,Robert Davi, Claudia Christian, Michael Lerner,
Jack the Giant Slayer,PG-13,Bryan Singer,English,United States,tt1351685,65187603.0,63.0,52.0,51.0,Nicholas Hoult, Stanley Tucci, Ewan McGregor,
Wadjda,PG,Haifaa Al-Mansour,Arabic,Saudi Arabia,tt2258858,1347747.0,75.0,99.0,81.0,Waad Mohammed, Reem Abdullah, Abdullrahman Al Gohani,
The Unintentional Kidnapping of Mrs. Elfriede Ott,,Andreas Prochaska,German,Austria,tt1663636,,72.0,,,Elfriede Ott, Michael Ostrowski, Andreas Kiendl,
The Legend of Sleepy Hollow,Approved,"Clyde Geronimi, Jack Kinney",English,United States,tt0051850,,78.0,,,Bing Crosby, Billy Bletcher, Pinto Colvig,
G.I. Joe: Retaliation,PG-13,Jon M. Chu,English,United States,tt1583421,122523060.0,57.0,28.0,41.0,Dwayne Johnson, Channing Tatum, Adrianne Palicki,
Stoker,R,Park Chan-wook,English,United Kingdom,tt1682180,1714221.0,68.0,70.0,58.0,Mia Wasikowska, Nicole Kidman, Matthew Goode,
Oz the Great and Powerful,PG,Sam Raimi,English,United States,tt1623205,234911825.0,63.0,56.0,44.0,James Franco, Michelle Williams, Rachel Weisz,
The Croods,PG,"Kirk DeMicco, Chris Sanders",English,United States,tt0481499,187168425.0,72.0,71.0,55.0,Nicolas Cage, Ryan Reynolds, Emma Stone,
The Incredible Burt Wonderstone,PG-13,Don Scardino,English,United States,tt0790628,22537881.0,59.0,38.0,44.0,Steve Carell, Luke Vanek, Steve Buscemi,
The Call,R,Brad Anderson,English,United States,tt1911644,51872378.0,67.0,44.0,51.0,Halle Berry, Evie Thompson, Abigail Breslin,
Olympus Has Fallen,R,Antoine Fuqua,English,United States,tt2302755,98925640.0,65.0,50.0,41.0,Gerard Butler, Aaron Eckhart, Morgan Freeman,
The First Time,PG-13,Jonathan Kasdan,English,United States,tt1763303,22836.0,68.0,47.0,55.0,Dylan O'Brien, Britt Robertson, Victoria Justice,
Mezzo Forte,Not Rated,,Japanese,Japan,tt0427531,,67.0,,,Tomoko Kotani, Takumi Yamazaki, Taichirô Hirokawa,
The Place Beyond the Pines,R,Derek Cianfrance,English,United States,tt1817273,21403519.0,73.0,78.0,68.0,Ryan Gosling, Bradley Cooper, Eva Mendes,
The Brass Teapot,R,Ramaa Mosley,English,United States,tt1935902,6997.0,63.0,31.0,43.0,Juno Temple, Michael Angarano, Alexis Bledel,
Phil Spector,TV-MA,David Mamet,English,United States,tt1745862,,62.0,50.0,,Al Pacino, Helen Mirren, Jeffrey Tambor,
The Host,PG-13,Andrew Niccol,English,United States,tt1517260,26627201.0,58.0,10.0,35.0,Saoirse Ronan, Max Irons, Jake Abel,
Admission,PG-13,Paul Weitz,English,United States,tt1814621,18007317.0,57.0,39.0,48.0,Tina Fey, Paul Rudd, Nat Wolff,
Evil Dead,R,Fede Alvarez,English,United States,tt1288558,54239856.0,65.0,63.0,57.0,Jane Levy, Shiloh Fernandez, Jessica Lucas,
Trance,R,Danny Boyle,English,United Kingdom,tt1924429,2328743.0,69.0,69.0,61.0,James McAvoy, Rosario Dawson, Vincent Cassel,
A Perfect Plan,,Pascal Chaumeil,French,France,tt1986843,,63.0,33.0,,Diane Kruger, Dany Boon, Alice Pol,
Oblivion,PG-13,Joseph Kosinski,English,United States,tt1483013,89107235.0,70.0,54.0,54.0,Tom Cruise, Morgan Freeman, Andrea Riseborough,
Dark Tide,PG-13,John Stockwell,English,United States,tt1507563,,43.0,0.0,23.0,Halle Berry, Olivier Martinez, Ralph Brown,
42,PG-13,Brian Helgeland,English,United States,tt0453562,95059709.0,75.0,81.0,62.0,Chadwick Boseman, T.R. Knight, Harrison Ford,
Wolf Children,PG,Mamoru Hosoda,Japanese,Japan,tt2140203,,81.0,95.0,71.0,Aoi Miyazaki, Takao Osawa, Haru Kuroki,
Disconnect,R,Henry Alex Rubin,English,United States,tt1433811,1436900.0,75.0,70.0,64.0,Jason Bateman, Jonah Bobo, Haley Ramm,
The Invincible Iron Man,PG-13,"Patrick Archibald, Jay Oliva, Frank Paur",English,USA,tt0903135,,59.0,,,Marc Worden, Gwendoline Yeo, Fred Tatasciore, Rodney Saulsberry
"Yongary, Monster from the Deep",G,Ki-duk Kim,Korean,South Korea,tt0061549,,38.0,,,Yeong-il Oh, Jeong-im Nam, Soon-jae Lee,
Pain & Gain,R,Michael Bay,English,United States,tt1980209,49875291.0,64.0,50.0,45.0,Mark Wahlberg, Dwayne Johnson, Anthony Mackie,
Resolution,Not Rated,"Justin Benson, Aaron Moorhead",English,,tt1977895,,63.0,80.0,80.0,Peter Cilella, Vinny Curran, Emily Montague,
Grabbers,Not Rated,Jon Wright,English,Ireland,tt1525366,,63.0,70.0,62.0,Killian Coyle, Stuart Graham, Michael Hough,
Justice League: Doom,PG-13,Lauren Montgomery,English,USA,tt2027128,,75.0,,,Kevin Conroy, Tim Daly, Susan Eisenberg, Nathan Fillion
The Grandmaster,PG-13,Kar-Wai Wong,Mandarin,Hong Kong,tt1462900,6594959.0,65.0,78.0,73.0,Tony Chiu-Wai Leung, Ziyi Zhang, Jin Zhang,
This Is the End,R,"Evan Goldberg, Seth Rogen",English,United States,tt1245492,101470202.0,66.0,83.0,67.0,James Franco, Jonah Hill, Seth Rogen,
Iron Man 3,PG-13,Shane Black,English,United States,tt1300854,409013994.0,71.0,79.0,62.0,Robert Downey Jr., Guy Pearce, Gwyneth Paltrow,
The English Teacher,R,Craig Zisk,English,United States,tt2055765,104810.0,57.0,41.0,42.0,Julianne Moore, Michael Angarano, Greg Kinnear,
Mud,PG-13,Jeff Nichols,English,United States,tt1935179,21590086.0,74.0,97.0,76.0,Matthew McConaughey, Tye Sheridan, Jacob Lofland,
Bill Hicks: Revelations,Not Rated,Chris Bould,English,United Kingdom,tt0152183,,85.0,,,Bill Hicks,,,
Pawn,R,David A. Armstrong,English,United States,tt1551630,4141.0,57.0,,,Ray Liotta, Jessica Szohr, Forest Whitaker,
Shaolin Temple,Not Rated,"Cheh Chang, Wu Ma",Mandarin,Hong Kong,tt0075202,,68.0,,,Sheng Fu, Kuan-Chun Chi, Lung Ti,
Syrup,R,Aram Rappaport,English,United States,tt0762138,663.0,56.0,25.0,,Amber Heard, Shiloh Fernandez, Kellan Lutz,
The Great Gatsby,PG-13,Baz Luhrmann,English,Australia,tt1343092,144857996.0,72.0,48.0,55.0,Leonardo DiCaprio, Carey Mulligan, Joel Edgerton,
Star Trek Into Darkness,PG-13,J.J. Abrams,English,United States,tt1408101,228778661.0,77.0,84.0,72.0,Chris Pine, Zachary Quinto, Zoe Saldana,
The Internship,PG-13,Shawn Levy,English,United States,tt2234155,44672764.0,63.0,35.0,42.0,Vince Vaughn, Owen Wilson, Rose Byrne,
Darkon,Not Rated,"Luke Meyer, Andrew Neel",English,United States,tt0462246,,68.0,89.0,,Skip Lipman, Kenyon Wells, Daniel McArthur,
Mimino,PG,Georgiy Daneliya,Georgian,Soviet Union,tt0076391,,81.0,,,Vakhtang Kikabidze, Frunzik Mkrtchyan, Elena Proklova,
